40.00763153-83.0249757
40.01242591-83.02448446
40.00142341-83.01441447
40.00142341-83.01441447
40.01242591-83.02448446
40.00142341-83.01441447
40.00535591-83.01927931
40.00142341-83.01441447
40.00142341-83.01441447
40.00479-83.01661
40.0053451-83.02014301
40.00142341-83.01441447
40.00535591-83.01927931
40.00142341-83.01441447
40.00142341-83.01441447
40.00142341-83.01441447
40.0155-83.0117
40.01522-83.01136
40.00535591-83.01927931
40.00142341-83.01441447
40.00451997-83.01554815
40.00142341-83.01441447
40.00763153-83.0249757
40.00763153-83.0249757
39.95602-83.0136
39.95853146-83.02908901
39.95602-83.0136
39.95602-83.0136
39.9522121-83.0340374
39.95902-83.03416
39.95902-83.03416
39.95115-83.01437
39.95115-83.01437
39.9505-83.01606
39.9505-83.01606
39.9505-83.01606
39.95817662-83.0176926
39.95153083-83.02762
39.95153083-83.02762
39.9505-83.01606
39.95115-83.01437
39.95686-83.01657
39.9522016-83.0340788
39.95611178-83.03141845
39.9519135-83.0345089
39.946406-83.028217
39.95922011-83.034128
39.9522178-83.0341286
39.95115-83.01437
39.95115-83.01437
39.95115-83.01437
39.95115-83.01437
39.95537-83.01816
39.95537-83.01816
39.95537-83.01816
39.9847-83.04
39.9847-83.04
39.9847-83.04
39.98622071-83.02761376
39.9847252-83.0400184
39.9847252-83.0400184
39.9847252-83.0400184
39.9847252-83.0400184
40.0992294-83.1140771
40.0992294-83.1140771
40.0992294-83.1140771
40.0992294-83.1140771
40.1024442-83.1101269
40.0992294-83.1140771
40.0992294-83.1140771
40.10100452-83.10974836
40.0992294-83.1140771
40.0992294-83.1140771
40.0992294-83.1140771
40.0992294-83.1140771
40.0992294-83.1140771
40.0992294-83.1140771
40.0992294-83.1140771
40.0992294-83.1140771
40.0992294-83.1140771
40.09833501-83.12707143
40.09833501-83.12707143
40.09833501-83.12707143
40.0992294-83.1140771
40.0992294-83.1140771
40.0992294-83.1140771
40.0992294-83.1140771
40.0992294-83.1140771
40.0992294-83.1140771
40.0992294-83.1140771
40.0979-83.1224
40.0998029-83.1264069
40.0992294-83.1140771
40.1002887-83.11441889
40.0992294-83.1140771
40.0992294-83.1140771
40.0992294-83.1140771
40.1002887-83.11441889
40.0992294-83.1140771
40.1002887-83.11441889
40.0992294-83.1140771
40.0992294-83.1140771
40.0992294-83.1140771
40.09919-83.12465
40.09919-83.12465
40.09650259-83.10887062
40.0992294-83.1140771
40.0992294-83.1140771
40.0992294-83.1140771
40.0992294-83.1140771
40.10336606-83.10993838
40.10100452-83.10974836
