40.00616261,-82.91288452
40.006525,-82.91172
40.01299,-82.90205
40.01299,-82.90205
40.01299,-82.90205
40.01299,-82.90205
40.01299,-82.90205
40.01299,-82.90205
40.01299,-82.90205
40.03068712,-82.87641177
40.0388765,-82.8748301
40.0388765,-82.8748301
40.0388765,-82.8748301
40.0388765,-82.8748301
39.95508574,-82.93683215
39.9428479,-82.9430089
39.94838,-82.94353
39.94838,-82.94353
39.94838,-82.94353
39.94838,-82.94353
39.94838,-82.94353
39.94859234,-82.94192653
39.95508574,-82.93683215
39.95508574,-82.93683215
39.94838,-82.94353
39.95084,-82.94429
39.94838,-82.94353
39.8853,-82.7544
39.8853,-82.7544
39.8853,-82.7544
39.88527849,-82.75435579
39.8853,-82.75466
39.88972222,-82.75416667
39.8853,-82.7544
39.8853,-82.7544
39.8853,-82.7544
39.88527849,-82.75435579
39.88527849,-82.75435579
39.8842304,-82.7535049
39.8853,-82.75466
39.8853,-82.75466
39.8853,-82.75466
39.88527849,-82.75435579
39.88527849,-82.75435579
39.8853,-82.75466
39.8853,-82.75466
39.898703,-82.7562895
39.8853,-82.75466
39.8853,-82.7544
39.9551884,-82.8311544
39.9956193,-82.6743341
39.9956193,-82.6743341
39.9956193,-82.6743341
39.9956193,-82.6743341
39.9956193,-82.6743341
39.9956193,-82.6743341
39.95167144,-83.07576401
39.95,-83.0833
39.94459232,-83.07348556
39.946721,-83.082003
39.946721,-83.082003
39.95456,-83.0713
39.95507,-83.07165
39.95491839,-83.08204651
39.946721,-83.082003
40.02878359,-83.11508908
40.02878359,-83.11508908
40.02878359,-83.11508908
40.02857974,-83.1150189
40.0287018,-83.0910721
40.02857974,-83.1150189
40.02878359,-83.11508908
40.02878359,-83.11508908
40.0142666,-83.1328976
40.1261743,-82.9290696
40.12507,-82.93167
40.12577,-82.93154
40.1261743,-82.9290696
40.12577,-82.93154
40.12577,-82.93154
40.127,-82.93216
40.1261743,-82.9290696
40.12577,-82.93154
40.1261743,-82.9290696
40.12329,-82.93044
40.12577,-82.93154
40.1261743,-82.9290696
40.1261743,-82.9290696
40.12603247,-82.93185745
40.12577,-82.93154
40.12577,-82.93154
40.1261743,-82.9290696
40.12577,-82.93154
40.1261743,-82.9290696
40.12577,-82.93154
40.11833739,-82.9242288
40.12577,-82.93154
40.12577,-82.93154
40.1261743,-82.9290696
40.12577,-82.93154
40.1261743,-82.9290696
40.12577,-82.93154
40.12,-82.92
40.12,-82.92
40.12,-82.92
40.12577,-82.93154
40.12,-82.92
40.13301,-83.08965
40.13,-83.07
40.09833501,-83.12707143
40.09833501,-83.12707143
40.09833501,-83.12707143
40.0979,-83.1224
40.0998029,-83.1264069
40.09919,-83.12465
40.09919,-83.12465
40.0610096,-82.9587412
40.05956,-82.95302
40.05956,-82.95302
40.06143,-83.10282
40.06143,-83.10282
40.06741,-83.10978784
40.0682,-83.1051
40.0682,-83.1051
40.0654,-83.10449
40.06741,-83.10978784
40.115674,-83.1327332
40.0067704,-83.0544867
40.0067704,-83.0544867
40.002227,-83.033768
40.00665,-83.03423
40.0067704,-83.0544867
40.00732,-83.05051
40.0067704,-83.0544867
40.0067704,-83.0544867
40.00651473,-83.04475464
40.01,-83.03
39.87494,-83.00395
39.87494,-83.00395
39.87494,-83.00395
39.8814224,-83.003942
39.8814224,-83.003942
39.8814224,-83.003942
39.87494,-83.00395
39.87494,-83.00395
39.87494,-83.00395
39.87494,-83.00395
40.0869,-83.0175
40.08172,-83.02733
40.0869,-83.0175
39.99299,-82.92234
39.99299,-82.92234
39.99443,-82.93385
39.99299,-82.92234
39.99299,-82.92234
39.99299,-82.92234
39.99299,-82.92234
39.99443,-82.93385
39.99443,-82.93385
39.99443,-82.93385
39.99443,-82.93385
39.98453,-82.91403
39.99299,-82.92234
39.99299,-82.92234
39.99719,-82.9303
39.99443,-82.93385
39.99443,-82.93385
39.99443,-82.93385
40.10328,-82.99897
40.0932258,-82.9921657
40.1038284,-82.9981308
40.09320325,-82.99187608
40.09320325,-82.99187608
39.9515495,-82.9055405
39.95638541,-82.92104039
39.9561205,-82.9164735
39.99299,-82.92234
39.99299,-82.92234
39.99299,-82.92234
39.99299,-82.92234
39.99299,-82.92234
39.98059,-82.93171
39.98059,-82.93171
39.99299,-82.92234
39.98059,-82.93171
39.98453,-82.91403
39.98059,-82.93171
39.99299,-82.92234
39.99299,-82.92234
39.98059,-82.93171
39.9847,-83.04
39.9847,-83.04
39.9847,-83.04
39.98325392,-83.04533908
39.9847252,-83.0400184
39.9847252,-83.0400184
39.97975,-83.04521
39.97089,-83.04178
39.9847252,-83.0400184
39.9847252,-83.0400184
39.9174,-83.01425
39.9174,-83.01425
39.9174,-83.01425
39.91726,-83.01434
39.91726,-83.01434
40.12,-83.13
40.12,-83.13
40.07754414,-82.97386084
40.07754414,-82.97386084
40.1459747,-83.0919154
40.1459747,-83.0919154
40.1459747,-83.0919154
40.03744,-82.96249
40.03744,-82.96249
40.02731,-82.95999
40.02731,-82.95999
40.02274,-82.96474
40.02274,-82.96474
40.0308629,-82.9634718
40.12807979,-82.93683689
40.12807979,-82.93683689
40.13006655,-82.93741728
40.12807979,-82.93683689
40.12286,-82.94285
40.12286,-82.94285
40.12286,-82.94285
40.12286,-82.94285
40.12286,-82.94285
